Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
shoreline,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/1_db64072f-1686-47a6-a55f-b8dd7a5cf47e.webp?v=1743561414,6,Lucky Fours® Shoreline,,,,,,,,,,,,,,,,,,,,
zenith,Lucky Fours® Zenith,<p>Lucky Fours® Zenith</p>,Lucky Fours,,Men Watches,bogo-enabled,TRUE,Color,Silver Ocean,,,,,PMM921SA,0,shopify,100,deny,manual,89.99,129.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/2_c5c12d82-3b37-4092-999f-954436074ce5.webp?v=1762198741,1,Lucky Fours® Zenith,FALSE,Lucky Fours® Zenith,Lucky Fours® Zenith,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/2_c5c12d82-3b37-4092-999f-954436074ce5.webp?v=1762198741,g,,,,,,,,,active
zenith,,,,,,,,Color,Silver Obsidian,,,,,PMM921SB,0,shopify,100,deny,manual,89.99,129.99,TRUE,TRUE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/1_b2669f2e-ea7a-4036-b28e-5740978e16af.webp?v=1739254722,g,,,,,,,,,
zenith,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/1_b2669f2e-ea7a-4036-b28e-5740978e16af.webp?v=1739254722,2,Lucky Fours® Zenith,,,,,,,,,,,,,,,,,,,,
eclipse,Lucky Fours® Eclipse,<p>Lucky Fours® Eclipse</p>,Lucky Fours,,Men Watches,bogo-enabled,TRUE,Color,Ocean,,,,,PEM960SA,0,shopify,100,deny,manual,89.99,129.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/3_835ad0ad-3155-4b72-a990-b44ecd4362b5.webp?v=1762198740,1,Lucky Fours® Eclipse,FALSE,Lucky Fours® Eclipse,Lucky Fours® Eclipse,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/3_835ad0ad-3155-4b72-a990-b44ecd4362b5.webp?v=1762198740,g,,,,,,,,,active
eclipse,,,,,,,,Color,Emerald,,,,,PEM960SV,0,shopify,100,deny,manual,89.99,129.99,TRUE,TRUE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/1_83d50d39-987d-4bf7-905b-4594d1ebf1b1.webp?v=1739254787,g,,,,,,,,,
eclipse,,,,,,,,Color,Ash,,,,,PEM960SY,0,shopify,0,deny,manual,89.99,129.99,TRUE,TRUE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/2_f1953d42-0974-47d8-b574-0e9a323059b9.webp?v=1739254787,g,,,,,,,,,
eclipse,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/2_f1953d42-0974-47d8-b574-0e9a323059b9.webp?v=1739254787,2,Lucky Fours® Eclipse,,,,,,,,,,,,,,,,,,,,
eclipse,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/1_83d50d39-987d-4bf7-905b-4594d1ebf1b1.webp?v=1739254787,3,Lucky Fours® Eclipse,,,,,,,,,,,,,,,,,,,,
chronometer,Lucky Fours® Chronometer,<p>Lucky Fours® Chronometer</p>,Lucky Fours,,Men Watches,bogo-enabled,TRUE,Color,Silver Ice,,,,,MGM815SW,0,shopify,100,deny,manual,89.99,129.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/11_cefec56b-0eb3-41c5-a6e8-ba72bd1e348e.webp?v=1771448705,1,Lucky Fours® Chronometer,FALSE,Lucky Fours® Chronometer,Lucky Fours® Chronometer,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/11_cefec56b-0eb3-41c5-a6e8-ba72bd1e348e.webp?v=1771448705,g,,,,,,,,,active
chronometer,,,,,,,,Color,Silver Obsidian,,,,,MGM815SB,0,shopify,100,deny,manual,89.99,129.99,TRUE,TRUE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/8_7b3bc75a-0be6-415d-b975-38081a16816e.webp?v=1773854253,g,,,,,,,,,
chronometer,,,,,,,,Color,Silver Ocean,,,,,MGM815SA,0,shopify,100,deny,manual,89.99,129.99,TRUE,TRUE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/13_7f223813-cf40-4f6d-8d50-b509248b9a5c.webp?v=1773854253,g,,,,,,,,,
chronometer,,,,,,,,Color,Gold Obsidian,,,,,MGM815GB,0,shopify,100,deny,manual,89.99,129.99,TRUE,TRUE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/14_ef1b3277-b90e-429e-9b85-12e9f4c8afbf.webp?v=1773854253,g,,,,,,,,,
chronometer,,,,,,,,Color,Gold Ocean,,,,,MGM815GA,0,shopify,100,deny,manual,89.99,129.99,TRUE,TRUE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/9_4cf3725a-4e6a-46d6-8cc2-db1bdc08ea1c.webp?v=1773854253,g,,,,,,,,,
chronometer,,,,,,,,Color,Gold Emerald,,,,,MGM815GV,0,shopify,100,deny,manual,89.99,129.99,TRUE,TRUE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/10_0fae7949-99db-4dcc-aefb-66b95ef923a7.webp?v=1773854253,g,,,,,,,,,
chronometer,,,,,,,,Color,Gold Ice,,,,,MGM815GW,0,shopify,100,deny,manual,89.99,129.99,TRUE,TRUE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/12_902073fa-1478-4219-90d7-77b2a83eccae.webp?v=1773854253,g,,,,,,,,,
chronometer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/2_a021ab55-be80-4edd-bb60-f029d5bed90e.webp?v=1773854253,2,Lucky Fours® Chronometer,,,,,,,,,,,,,,,,,,,,
chronometer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/3_961b5b85-bd2f-41d1-b433-e61c396af050.webp?v=1773854253,3,Lucky Fours® Chronometer,,,,,,,,,,,,,,,,,,,,
chronometer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/1_5a991c17-03be-48f9-9199-df9129f770ca.webp?v=1773854253,4,Lucky Fours® Chronometer,,,,,,,,,,,,,,,,,,,,
chronometer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/4_a6bb56f4-c539-4eb4-98c8-1a67aefa67c1.webp?v=1773854253,5,Lucky Fours® Chronometer,,,,,,,,,,,,,,,,,,,,
chronometer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/3_7dd1fa2b-d1af-4d61-8743-ee76cfe31341.webp?v=1773854253,6,Lucky Fours® Chronometer,,,,,,,,,,,,,,,,,,,,
chronometer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/6_c764321d-6814-45b5-b12f-fdd8c25695a9.webp?v=1773854253,7,Lucky Fours® Chronometer,,,,,,,,,,,,,,,,,,,,
chronometer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/1_1ade1360-0e08-4ddc-85f2-e0063cb52c9f.webp?v=1773854253,8,Lucky Fours® Chronometer,,,,,,,,,,,,,,,,,,,,
chronometer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/7_e98775e3-b29c-4331-afcf-4e4f43bae83d.webp?v=1773854253,9,Lucky Fours® Chronometer,,,,,,,,,,,,,,,,,,,,
chronometer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/2_184a1552-5e02-4989-b993-cfbd482921f9.webp?v=1773854253,10,Lucky Fours® Chronometer,,,,,,,,,,,,,,,,,,,,
chronometer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/5_3f51c8ec-b135-4198-9b92-9d53f346b3e5.webp?v=1773854253,11,Lucky Fours® Chronometer,,,,,,,,,,,,,,,,,,,,
chronometer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/8_7b3bc75a-0be6-415d-b975-38081a16816e.webp?v=1773854253,12,Lucky Fours® Chronometer,,,,,,,,,,,,,,,,,,,,
chronometer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/13_7f223813-cf40-4f6d-8d50-b509248b9a5c.webp?v=1773854253,13,Lucky Fours® Chronometer,,,,,,,,,,,,,,,,,,,,
chronometer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/14_ef1b3277-b90e-429e-9b85-12e9f4c8afbf.webp?v=1773854253,14,Lucky Fours® Chronometer,,,,,,,,,,,,,,,,,,,,
chronometer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/9_4cf3725a-4e6a-46d6-8cc2-db1bdc08ea1c.webp?v=1773854253,15,Lucky Fours® Chronometer,,,,,,,,,,,,,,,,,,,,
chronometer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/10_0fae7949-99db-4dcc-aefb-66b95ef923a7.webp?v=1773854253,16,Lucky Fours® Chronometer,,,,,,,,,,,,,,,,,,,,
chronometer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/12_902073fa-1478-4219-90d7-77b2a83eccae.webp?v=1773854253,17,Lucky Fours® Chronometer,,,,,,,,,,,,,,,,,,,,
corsair,Lucky Fours® Corsair,<p>Lucky Fours® Corsair</p>,Lucky Fours,,Men Watches,bogo-enabled,TRUE,Color,Silver/Black,,,,,FRM SB,0,shopify,100,deny,manual,79.99,99.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/3_137ee9b0-f72a-4e5d-a76a-739c6dba852f.webp?v=1762198738,1,Lucky Fours® Corsair,FALSE,Lucky Fours® Corsair,Lucky Fours® Corsair,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/3_137ee9b0-f72a-4e5d-a76a-739c6dba852f.webp?v=1762198738,g,,,,,,,,,active
corsair,,,,,,,,Color,Rose Gold/Blue,,,,,FRM ZA,0,shopify,100,deny,manual,79.99,99.99,TRUE,TRUE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/1_b7cd0be5-071a-481e-8172-c42b6211a162.webp?v=1739254931,g,,,,,,,,,
corsair,,,,,,,,Color,Rose Gold/Red,,,,,FRM ZR,0,shopify,100,deny,manual,79.99,99.99,TRUE,TRUE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/2_0839f555-ab20-4031-bece-92e2a4982a92.webp?v=1739254931,g,,,,,,,,,
corsair,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/2_0839f555-ab20-4031-bece-92e2a4982a92.webp?v=1739254931,2,Lucky Fours® Corsair,,,,,,,,,,,,,,,,,,,,
corsair,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0758/5333/2777/files/1_b7cd0be5-071a-481e-8172-c42b6211a162.webp?v=1739254931,3,Lucky Fours® Corsair,,,,,,,,,,,,,,,,,,,,
